Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Label
2016-07-31,31,July,2016,43.0,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,HL Mountain Tire,29,13,35,425,377,802,More or equal to 100
2013-12-18,18,Dec,2013,42.0,Adults (35-64),F,France,Val de Marne,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,17,30,47,Less than 100
2014-05-14,14,May,2014,27.0,Young Adults (25-34),M,USA,Washington,Accessories,Bottles and Cages,Road Bottle Cage,11,3,9,44,33,77,Less than 100
2013-12-12,12,Dec,2013,38.0,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,489,364,853,More or equal to 100
2013-12-19,19,Dec,2013,53.0,Adults (35-64),F,United States,California,Accessories,Tires and Tubes,LL Road Tire,9,8,21,113,72,185,More or equal to 100
2013-12-02,2,Dec,2013,32.0,Young Adults (25-34),M,United States,Oregon,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,325,247,572,More or equal to 100
2016-05-28,28,May,2016,33.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,454,338,792,More or equal to 100
2015-09-25,25,September,2015,25.0,Young Adults (25-34),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",31,13,35,639,403,1042,More or equal to 100
2013-08-16,16,August,2013,24.0,Youth (<25),F,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,17,2,5,32,34,66,Less than 100
2016-01-13,13,January,2016,35.0,Adults (35-64),M,Australia,New South Wales,Clothing,Vests,"Classic Vest, L",23,24,64,729,552,1281,More or equal to 100
2015-11-19,19,Nov,2015,40.0,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,3,2,5,8,6,14,Less than 100
2014-03-30,30,Mar,2014,23.0,Youth (<25),M,France,Nord,Bikes,Touring Bikes,"Touring-1000 Yellow, 46",1,1482,2384,592,1482,2074,More or equal to 100
2013-09-26,26,September,2013,31.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35,Less than 100
2016-02-20,20,Feb,2016,35.0,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,22,9,25,281,198,479,More or equal to 100
2014-02-24,24,Feb,2014,1.0,Youth (<25),M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,Touring Tire Tube,11,2,5,26,22,48,Less than 100
2014-05-26,26,May,2014,38.0,Adults (35-64),F,Australia,Victoria,Clothing,Caps,AWC Logo Cap,2,7,9,0,14,14,Less than 100
2013-08-31,31,August,2013,21.0,Youth (<25),M,United States,California,Clothing,Socks,"Racing Socks, L",11,3,9,64,33,97,Less than 100
2016-02-24,24,Feb,2016,42.0,Adults (35-64),F,Germany,Nordrhein-Westfalen,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,2257,3798,6055,More or equal to 100
2015-08-13,13,August,2015,31.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,6,2,5,18,12,30,Less than 100
2013-09-18,18,September,2013,55.0,Adults (35-64),F,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,24,2,5,67,48,115,Less than 100
2013-10-26,26,October,2013,51.0,Adults (35-64),F,USA,California,Bikes,Mountain Bikes,"Mountain-400-W Silver, 42",1,420,769,334,420,754,More or equal to 100
2015-10-05,5,October,2015,25.0,Young Adults (25-34),F,USA,California,Bikes,Touring Bikes,"Touring-1000 Blue, 50",1,1482,2384,854,1482,2336,More or equal to 100
2015-09-21,21,September,2015,22.0,Youth (<25),M,Australia,South Australia,Clothing,Caps,AWC Logo Cap,10,7,9,4,70,74,Less than 100
2014-07-21,21,July,2014,23.0,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Patch Kit/8 Patches,10,1,2,10,10,20,Less than 100
2012-06-28,28,June,2012,56.0,Adults (35-64),F,USA,Washington,Bikes,Road Bikes,"Road-750 Black, 52",2,344,540,154,688,842,More or equal to 100
2014-04-29,29,April,2014,57.0,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,-----,25,4,10,145,100,245,More or equal to 100
2016-05-24,24,May,2016,61.0,Adults (35-64),F,United States,California,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",21,38,50,231,798,1029,More or equal to 100
2016-04-16,16,April,2016,44.0,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,22,2,5,64,44,108,Less than 100
2015-11-21,21,Nov,2015,62.0,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,575,351,926,More or equal to 100
2014-05-06,6,May,2014,51.0,Adults (35-64),M,United Kingdom,England,Accessories,Bottles and Cages,Water Bottle - 30 oz.,15,2,5,42,30,72,Less than 100
2014-05-29,29,May,2014,26.0,Young Adults (25-34),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,5,1,2,3,5,8,Less than 100
2013-12-01,1,Dec,2013,36.0,Adults (35-64),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 38",1,713,1120,172,713,885,More or equal to 100
2016-05-31,31,May,2016,40.0,Adults (35-64),F,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,128,78,206,More or equal to 100
2016-06-09,9,June,2016,41.0,Adults (35-64),F,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,13,2,5,38,26,64,Less than 100
2012-01-22,22,January,2012,46.0,Adults (35-64),M,Canada,British Columbia,Bikes,Mountain Bikes,"Mountain-200 Black, 46",2,1252,2295,2040,2504,4544,More or equal to 100
2014-03-28,28,Mar,2014,42.0,Adults (35-64),F,France,Essonne,Accessories,Tires and Tubes,Mountain Tire Tube,25,2,5,70,50,120,Less than 100
2014-06-11,11,June,2014,24.0,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,Touring Tire Tube,15,2,5,29,30,59,Less than 100
2014-01-13,13,January,2014,35.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,15,2,5,44,30,74,Less than 100
2016-02-11,11,Feb,2016,53.0,Adults (35-64),F,United Kingdom,England,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,318,420,738,More or equal to 100
2013-11-12,12,Nov,2013,21.0,Youth (<25),F,USA,California,Accessories,Tires and Tubes,Patch Kit/8 Patches,30,1,2,29,30,59,Less than 100
2013-12-19,19,Dec,2013,48.0,Adults (35-64),F,Canada,British Columbia,Accessories,Bottles and Cages,Water Bottle - 30 oz.,20,2,5,59,40,99,Less than 100
2016-06-25,25,June,2016,26.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,6,2,5,18,12,30,Less than 100
2014-06-14,14,June,2014,33.0,Young Adults (25-34),F,United Kingdom,England,Bikes,Touring Bikes,"Touring-3000 Blue, 50",1,461,742,251,461,712,More or equal to 100
2013-10-22,22,October,2013,27.0,Young Adults (25-34),M,Australia,Queensland,Accessories,Bottles and Cages,Water Bottle - 30 oz.,12,2,5,26,24,50,Less than 100
2014-01-09,9,January,2014,29.0,Young Adults (25-34),F,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,4,2,5,9,8,17,Less than 100
2015-09-23,23,September,2015,40.0,Adults (35-64),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,27,2,5,78,54,132,Less than 100
2014-03-18,18,Mar,2014,40.0,Adults (35-64),F,United States,California,Accessories,Fenders,Fender Set - Mountain,14,8,22,190,112,302,More or equal to 100
2013-10-01,1,October,2013,23.0,Youth (<25),F,United Kingdom,England,Accessories,Tires and Tubes,Road Tire Tube,3,1,4,9,3,12,Less than 100
2014-02-04,4,Feb,2014,40.0,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,386,351,737,More or equal to 100
2016-02-06,6,Feb,2016,55.0,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,462,351,813,More or equal to 100
2013-09-19,19,September,2013,34.0,Young Adults (25-34),F,Germany,Hamburg,Bikes,Mountain Bikes,"Mountain-200 Black, 46",1,1252,2295,882,1252,2134,More or equal to 100
2016-06-07,7,June,2016,35.0,Adults (35-64),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,264,234,498,More or equal to 100
2013-10-09,9,October,2013,27.0,Young Adults (25-34),M,United States,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,29,2,5,84,58,142,Less than 100
2014-03-29,29,Mar,2014,1.0,Youth (<25),M,United States,Washington,Accessories,Tires and Tubes,-----,5,2,5,10,10,20,Less than 100
2016-01-07,7,January,2016,52.0,Adults (35-64),F,Germany,Saarland,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",18,42,54,41,756,797,Less than 100
2015-08-01,1,August,2015,38.0,Adults (35-64),M,Australia,Victoria,Accessories,Tires and Tubes,-----,29,13,35,425,377,802,More or equal to 100
2015-11-04,4,Nov,2015,30.0,Young Adults (25-34),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,200,182,382,More or equal to 100
2014-01-27,27,January,2014,19.0,Youth (<25),M,United States,California,Accessories,Cleaners,-----,25,7,9,46,175,221,Less than 100
2016-07-01,1,July,2016,44.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,HL Mountain Tire,19,13,35,272,247,519,More or equal to 100
2013-09-25,25,September,2013,39.0,Adults (35-64),M,United States,California,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,997,1252,2249,More or equal to 100
2013-11-08,8,Nov,2013,39.0,Adults (35-64),M,UK,England,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,807,1482,2289,More or equal to 100
2013-11-17,17,Nov,2013,34.0,Young Adults (25-34),F,USA,Oregon,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,23,20,43,Less than 100
2015-12-08,8,Dec,2015,31.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,24,1,4,71,24,95,Less than 100
2013-10-02,2,October,2013,45.0,Adults (35-64),M,France,Seine (Paris),Bikes,Road Bikes,"Road-250 Black, 44",1,1555,2443,448,1555,2003,More or equal to 100
2016-02-03,3,Feb,2016,43.0,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,4,1,2,3,4,7,Less than 100
2016-04-17,17,April,2016,44.0,Adults (35-64),M,Australia,New South Wales,Clothing,Caps,AWC Logo Cap,23,7,9,19,161,180,Less than 100
2015-09-10,10,September,2015,40.0,Adults (35-64),M,Canada,British Columbia,Clothing,Gloves,"Half-Finger Gloves, M",31,9,24,458,279,737,More or equal to 100
2016-03-02,2,Mar,2016,1.0,Youth (<25),M,USA,Washington,Accessories,Fenders,Fender Set - Mountain,4,8,22,37,32,69,Less than 100
2016-06-12,12,June,2016,35.0,Adults (35-64),F,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,26,9,25,332,234,566,More or equal to 100
2016-03-04,4,Mar,2016,27.0,Young Adults (25-34),M,United States,Oregon,Accessories,Bottles and Cages,Road Bottle Cage,25,3,9,119,75,194,More or equal to 100
2013-07-07,7,July,2013,38.0,Adults (35-64),M,United Kingdom,England,Accessories,Tires and Tubes,Mountain Tire Tube,23,2,5,64,46,110,Less than 100
2016-05-21,21,May,2016,35.0,Adults (35-64),F,USA,California,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,469,286,755,More or equal to 100
2013-09-14,14,September,2013,1.0,Youth (<25),F,Australia,South Australia,Bikes,Road Bikes,"Road-150 Red, 56",1,2171,3578,763,2171,2934,More or equal to 100
2016-06-20,20,June,2016,40.0,Adults (35-64),M,Germany,Saarland,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882,More or equal to 100
2013-09-27,27,September,2013,19.0,Youth (<25),M,United States,California,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,33,126,159,Less than 100
2014-04-06,6,April,2014,25.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,8,2,5,24,16,40,Less than 100
2014-01-07,7,January,2014,29.0,Young Adults (25-34),M,Canada,British Columbia,Bikes,Road Bikes,"Road-750 Black, 48",1,344,540,191,344,535,More or equal to 100
2013-11-06,6,Nov,2013,35.0,Adults (35-64),M,Australia,Queensland,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",11,38,50,44,418,462,Less than 100
2015-07-31,31,July,2015,29.0,Young Adults (25-34),F,United States,California,Accessories,Tires and Tubes,LL Road Tire,9,8,21,113,72,185,More or equal to 100
2016-04-03,3,April,2016,21.0,Youth (<25),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,1,2,5,2,2,4,Less than 100
2016-04-11,11,April,2016,49.0,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,16,1,2,9,16,25,Less than 100
2016-06-02,2,June,2016,42.0,Adults (35-64),M,USA,Washington,Accessories,Fenders,Fender Set - Mountain,17,8,22,156,136,292,More or equal to 100
2014-02-16,16,Feb,2014,42.0,Adults (35-64),M,United States,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,23,2,5,44,46,90,Less than 100
2013-08-08,8,August,2013,29.0,Young Adults (25-34),M,United States,California,Bikes,Touring Bikes,"Touring-3000 Blue, 54",1,461,742,266,461,727,More or equal to 100
2015-10-22,22,October,2015,42.0,Adults (35-64),M,Australia,New South Wales,Accessories,Bottles and Cages,Water Bottle - 30 oz.,24,2,5,56,48,104,Less than 100
2016-07-30,30,July,2016,65.0,Seniors (64+),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,Less than 100
2016-05-04,4,May,2016,45.0,Adults (35-64),F,France,Hauts de Seine,Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,2647,3756,6403,More or equal to 100
2014-05-14,14,May,2014,44.0,Adults (35-64),M,United States,Washington,Accessories,Cleaners,Bike Wash - Dissolver,29,3,8,94,87,181,Less than 100
2015-09-14,14,September,2015,47.0,Adults (35-64),F,UK,England,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,453,286,739,More or equal to 100
2014-04-09,9,April,2014,47.0,Adults (35-64),M,Canada,British Columbia,Accessories,Tires and Tubes,Road Tire Tube,5,1,4,15,5,20,Less than 100
2016-01-11,11,January,2016,43.0,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,21,1,2,12,21,33,Less than 100
2016-05-25,25,May,2016,39.0,Adults (35-64),M,UK,England,Bikes,Touring Bikes,"Touring-1000 Blue, 46",2,1482,2384,1613,2964,4577,More or equal to 100
2013-08-03,3,August,2013,18.0,Youth (<25),M,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,19,2,5,56,38,94,Less than 100
2016-07-07,7,July,2016,47.0,Adults (35-64),F,Germany,Saarland,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,314,260,574,More or equal to 100
2015-11-12,12,Nov,2015,27.0,Young Adults (25-34),M,Germany,Bayern,Accessories,Tires and Tubes,HL Road Tire,7,12,33,145,84,229,More or equal to 100
2014-04-01,1,April,2014,1.0,Youth (<25),F,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,17,7,9,32,119,151,Less than 100
2013-10-27,27,October,2013,31.0,Young Adults (25-34),M,USA,California,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,575,351,926,More or equal to 100
2016-06-02,2,June,2016,34.0,Young Adults (25-34),M,United States,Washington,Bikes,Mountain Bikes,"Mountain-200 Silver, 46",3,1266,2320,1631,3798,5429,More or equal to 100
2014-04-26,26,April,2014,33.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,Touring Tire Tube,25,2,5,59,50,109,Less than 100
2015-10-01,1,October,2015,40.0,Adults (35-64),M,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,18,1,2,10,18,28,Less than 100
2013-09-08,8,September,2013,37.0,Adults (35-64),M,USA,California,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,256,156,412,More or equal to 100
2016-07-03,3,July,2016,32.0,Young Adults (25-34),M,United States,Washington,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",2,38,50,2,76,78,Less than 100
2013-09-10,10,September,2013,28.0,Young Adults (25-34),M,Australia,New South Wales,Bikes,Road Bikes,"Road-350-W Yellow, 42",1,1083,1701,397,1083,1480,More or equal to 100
2013-10-07,7,October,2013,51.0,Adults (35-64),F,United Kingdom,England,Accessories,Fenders,Fender Set - Mountain,26,8,22,341,208,549,More or equal to 100
2015-11-19,19,Nov,2015,32.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,563,338,901,More or equal to 100
2016-03-10,10,Mar,2016,51.0,Adults (35-64),F,United States,Oregon,Accessories,Bottles and Cages,-----,14,2,5,32,28,60,Less than 100
2014-05-17,17,May,2014,28.0,Young Adults (25-34),F,France,Seine et Marne,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,636,1266,1902,More or equal to 100
2014-07-19,19,July,2014,38.0,Adults (35-64),M,United States,Washington,Accessories,Fenders,Fender Set - Mountain,19,8,22,174,152,326,More or equal to 100
2013-10-04,4,October,2013,29.0,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 42",1,713,1120,172,713,885,More or equal to 100
2015-12-06,6,Dec,2015,1.0,Youth (<25),M,Australia,Victoria,Accessories,Tires and Tubes,ML Mountain Tire,20,11,30,254,220,474,More or equal to 100
2016-04-26,26,April,2016,34.0,Young Adults (25-34),M,Canada,British Columbia,Clothing,Caps,AWC Logo Cap,6,7,9,11,42,53,Less than 100
2013-12-11,11,Dec,2013,45.0,Adults (35-64),F,USA,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,3,1,2,2,3,5,Less than 100
2013-12-06,6,Dec,2013,19.0,Youth (<25),F,United States,California,Bikes,Touring Bikes,"Touring-1000 Blue, 46",1,1482,2384,854,1482,2336,More or equal to 100
2016-05-01,1,May,2016,34.0,Young Adults (25-34),M,United States,California,Accessories,Fenders,Fender Set - Mountain,7,8,22,95,56,151,Less than 100
2015-10-20,20,October,2015,27.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Tires and Tubes,ML Road Tire,12,9,25,153,108,261,More or equal to 100
2014-07-06,6,July,2014,40.0,Adults (35-64),M,USA,California,Clothing,Vests,"Classic Vest, S",10,24,64,387,240,627,More or equal to 100
2015-12-27,27,Dec,2015,39.0,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,9,7,9,15,63,78,Less than 100
2015-10-31,31,October,2015,43.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,LL Mountain Tire,7,9,25,110,63,173,More or equal to 100
2016-05-15,15,May,2016,29.0,Young Adults (25-34),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,172,156,328,More or equal to 100
2014-03-18,18,Mar,2014,19.0,Youth (<25),M,United Kingdom,England,Accessories,Tires and Tubes,Touring Tire Tube,28,2,5,78,56,134,Less than 100
2016-06-11,11,June,2016,26.0,Young Adults (25-34),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,390,234,624,More or equal to 100
2014-01-15,15,January,2014,31.0,Young Adults (25-34),F,USA,California,Clothing,Caps,AWC Logo Cap,19,7,9,35,133,168,Less than 100
2014-02-15,15,Feb,2014,38.0,Adults (35-64),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,28,2,5,83,56,139,Less than 100
2015-09-22,22,September,2015,60.0,Adults (35-64),M,Canada,British Columbia,Accessories,Fenders,Fender Set - Mountain,24,8,22,331,192,523,More or equal to 100
2013-12-23,23,Dec,2013,23.0,Youth (<25),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,17,13,30,Less than 100
2011-02-07,7,Feb,2011,29.0,Young Adults (25-34),M,Australia,Victoria,Bikes,Road Bikes,"Road-550-W Yellow, 42",3,713,1120,515,2139,2654,More or equal to 100
2013-08-26,26,August,2013,1.0,Youth (<25),M,France,Loir et Cher,Bikes,Mountain Bikes,"Mountain-200 Silver, 38",1,1266,2320,799,1266,2065,More or equal to 100
2013-08-24,24,August,2013,58.0,Adults (35-64),M,USA,California,Accessories,Tires and Tubes,HL Road Tire,5,12,33,102,60,162,More or equal to 100
2014-02-01,1,Feb,2014,28.0,Young Adults (25-34),F,Germany,Saarland,Accessories,Cleaners,Bike Wash - Dissolver,29,3,8,103,87,190,More or equal to 100
2016-02-01,1,Feb,2016,35.0,Adults (35-64),F,United Kingdom,England,Clothing,Caps,AWC Logo Cap,24,7,9,39,168,207,Less than 100
2016-03-01,1,Mar,2016,44.0,Adults (35-64),M,Australia,New South Wales,Bikes,Mountain Bikes,"Mountain-500 Silver, 52",1,308,565,184,308,492,More or equal to 100
2015-11-15,15,Nov,2015,40.0,Adults (35-64),F,United States,Alabama,Accessories,Tires and Tubes,Patch Kit/8 Patches,27,1,2,27,27,54,Less than 100
2015-12-08,8,Dec,2015,41.0,Adults (35-64),M,United Kingdom,England,Clothing,Caps,AWC Logo Cap,17,7,9,28,119,147,Less than 100
2015-09-04,4,September,2015,33.0,Young Adults (25-34),F,Canada,British Columbia,Accessories,Tires and Tubes,Mountain Tire Tube,1,2,5,3,2,5,Less than 100
2016-03-21,21,Mar,2016,37.0,Adults (35-64),F,United States,Washington,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,13,24,37,Less than 100
2016-03-19,19,Mar,2016,1.0,Youth (<25),F,USA,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",15,13,35,215,195,410,More or equal to 100
2013-08-27,27,August,2013,23.0,Youth (<25),M,France,Charente-Maritime,Clothing,Gloves,"Half-Finger Gloves, L",21,9,24,305,189,494,More or equal to 100
2013-04-02,2,April,2013,39.0,Adults (35-64),M,Australia,Victoria,Bikes,Mountain Bikes,"Mountain-400-W Silver, 40",1,420,769,188,420,608,More or equal to 100
2014-06-17,17,June,2014,34.0,Young Adults (25-34),F,United Kingdom,England,Accessories,Hydration Packs,Hydration Pack - 70 oz.,30,21,55,954,630,1584,More or equal to 100
2016-07-05,5,July,2016,38.0,Adults (35-64),F,United States,Washington,Accessories,Bottles and Cages,Mountain Bottle Cage,6,4,10,23,24,47,Less than 100
2014-02-27,27,Feb,2014,24.0,Youth (<25),F,Australia,New South Wales,Accessories,Tires and Tubes,Patch Kit/8 Patches,1,1,2,1,1,2,Less than 100
2016-06-15,15,June,2016,41.0,Adults (35-64),M,France,Seine (Paris),Clothing,Shorts,"Women's Mountain Shorts, M",32,26,70,1005,832,1837,More or equal to 100
2015-10-31,31,October,2015,32.0,Young Adults (25-34),F,Australia,New South Wales,Clothing,Socks,"Racing Socks, M",24,3,9,116,72,188,More or equal to 100
2015-10-07,7,October,2015,18.0,Youth (<25),M,Canada,British Columbia,Accessories,Bottles and Cages,Mountain Bottle Cage,7,4,10,41,28,69,Less than 100
2013-10-03,3,October,2013,55.0,Adults (35-64),M,USA,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,25,2,5,48,50,98,Less than 100
2015-11-06,6,Nov,2015,1.0,Youth (<25),M,United States,California,Accessories,Tires and Tubes,Touring Tire Tube,23,2,5,67,46,113,Less than 100
2014-03-09,9,Mar,2014,27.0,Young Adults (25-34),M,France,Moselle,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,202,487,689,More or equal to 100
2015-10-06,6,October,2015,21.0,Youth (<25),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,597,377,974,More or equal to 100
2014-02-15,15,Feb,2014,36.0,Adults (35-64),F,USA,California,Accessories,Bottles and Cages,Water Bottle - 30 oz.,18,2,5,52,36,88,Less than 100
2013-10-16,16,October,2013,36.0,Adults (35-64),F,United States,California,Bikes,Road Bikes,"Road-650 Red, 62",1,487,783,280,487,767,More or equal to 100
2015-12-09,9,Dec,2015,41.0,Adults (35-64),M,France,Loiret,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,139,966,1105,More or equal to 100
2016-06-06,6,June,2016,32.0,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,454,338,792,More or equal to 100
2015-09-02,2,September,2015,61.0,Adults (35-64),M,France,Moselle,Accessories,Tires and Tubes,Patch Kit/8 Patches,7,1,2,5,7,12,Less than 100
2014-06-19,19,June,2014,30.0,Young Adults (25-34),F,Canada,British Columbia,Clothing,Vests,"Classic Vest, L",2,24,64,79,48,127,Less than 100
2014-04-06,6,April,2014,42.0,Adults (35-64),M,France,Seine Saint Denis,Accessories,Tires and Tubes,Touring Tire Tube,26,2,5,55,52,107,Less than 100
2013-07-23,23,July,2013,26.0,Young Adults (25-34),M,United States,California,Bikes,Road Bikes,"Road-150 Red, 62",1,2171,3578,1335,2171,3506,More or equal to 100
2015-11-07,7,Nov,2015,28.0,Young Adults (25-34),M,Australia,Victoria,Accessories,Tires and Tubes,Patch Kit/8 Patches,24,1,2,14,24,38,Less than 100
2014-04-08,8,April,2014,28.0,Young Adults (25-34),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,213,130,343,More or equal to 100
2014-01-09,9,January,2014,33.0,Young Adults (25-34),M,Canada,British Columbia,Clothing,Shorts,"Women's Mountain Shorts, L",11,26,70,476,286,762,More or equal to 100
2016-04-28,28,April,2016,58.0,Adults (35-64),M,United States,Washington,Clothing,Shorts,"Women's Mountain Shorts, L",12,26,70,343,312,655,More or equal to 100
2016-03-04,4,Mar,2016,17.0,Youth (<25),F,Germany,Hamburg,Clothing,Caps,AWC Logo Cap,12,7,9,16,84,100,Less than 100
2011-03-04,4,Mar,2011,24.0,Youth (<25),F,USA,California,Bikes,Road Bikes,"Road-550-W Yellow, 44",1,713,1120,385,713,1098,More or equal to 100
2016-05-11,11,May,2016,20.0,Youth (<25),F,UK,England,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,124,78,202,More or equal to 100
2014-04-12,12,April,2014,1.0,Youth (<25),F,Germany,Hamburg,Clothing,Caps,AWC Logo Cap,27,7,9,37,189,226,Less than 100
2016-01-06,6,January,2016,36.0,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,453,286,739,More or equal to 100
2013-08-05,5,August,2013,1.0,Youth (<25),M,USA,Washington,Accessories,Bottles and Cages,Water Bottle - 30 oz.,10,2,5,19,20,39,Less than 100
2014-07-15,15,July,2014,,,F,United States,California,Accessories,Cleaners,Bike Wash - Dissolver,8,3,8,39,24,63,Less than 100
2016-03-09,9,Mar,2016,27.0,Young Adults (25-34),M,France,Moselle,Bikes,Road Bikes,"Road-650 Black, 52",1,487,783,202,487,689,More or equal to 100
2016-06-27,27,June,2016,1.0,Youth (<25),F,Australia,New South Wales,Accessories,Fenders,Fender Set - Mountain,20,8,22,223,160,383,More or equal to 100
2011-09-21,21,September,2011,45.0,Adults (35-64),F,France,Seine (Paris),Bikes,Road Bikes,"Road-150 Red, 62",3,2171,3578,2289,6513,8802,More or equal to 100
